PROVIDER NPI,PROVIDER CCN,PROVIDER - ORG NAME,PROVIDER STATE,PROVIDER CITY,PROVIDER  ADDRESS,PROVIDER ZIP 5 CD,PROVIDER ZIP 4 CD,PROVIDER PHONE NUM,PROVIDER PHONE EXT,PROGRAM YEAR 2011,PROGRAM YEAR 2012,PROGRAM YEAR 2013,geo.provider,geo.updated_at,geo.data.types.0,geo.data.geometry.location.lat,geo.data.geometry.location.lng,general.hospital_type,general.hospital_owner,general.emergency_services,general.country_name,hcahps.survey_response_rate_percent,hcahps.number_of_completed_surveys,hcahps.percent_of_patients_who_reported_yes_they_would_definitely_recommend_the_hospital_
1962410183,"041307","St Bernards Community Hospital, Corp","Arkansas","Wynne","310 Falls Blvd S","72396","3013",8702383300,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1922043686,"040020","St Bernards Hospital Inc","Arkansas","Jonesboro","225 E Jackson Ave","72401","3119",8709724565,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1477549756,"040016","University of Arkansas for Medical Sciences","Arkansas","Little Rock","4301 W Markham Street","72205","",5016868496,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1386687036,"040018","Van Buren HMA LLC","Arkansas","Van Buren","E Main & South 20th Streets","72957","",4794743401,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1083609150,"040004","Washington Regional Medical Center","Arkansas","Fayetteville","3215 N. North Hills Blvd","72703","",4794635000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1568406536,"040014","White County Medical Center","Arkansas","Searcy","3214 E Race Ave","72143","4810",5012686121,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1710943881,"040119","White River Health System, Inc.","Arkansas","Batesville","1710 Harrison St","72501","7303",8702626171,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1891938122,"050226","AHMC Anaheim Regional Medical","California","Anaheim","1111 W La Palma Ave","92801","2804",7147741450,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1730171265,"050737","AHMC GARFIELD MEDICAL CENTER  LP","California","Monterey Park","525 N Garfield Ave","91754","1202",6265732222,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1770612756,"050281","Alhambra Hospital Medical Center, LP","California","Alhambra","100 S Raymond Ave","91801","3166",6264577938,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1265468946,"050757","ALVARADO HOSPITAL, LLC","California","San Diego","6655 Alvarado Rd","92120","5208",9092354356,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1346250347,"051307","Avalon Medical Development Corporation","California","Avalon","100 Falls Canyon Road","90704","1563",3105100700,27,"TRUE","FALSE","FALSE",,,,,,,,,,,,
1538197231,"051320","Banner Lassen Medical Center","California","Susanville","1800 Spring Ridge Dr","96130","6100",5302522000,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1184628919,"050350","Beverly Community Hospital Association","California","Montebello","309 W Beverly Blvd","90640","4308",3237261222,4250,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1477522019,"051311","Biggs-Gridley Memorial Hospital","California","Gridley","240 Spruce St","95948","2216",5308469036,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1205925054,"050752","Brotman Medical Center, Inc.","California","Culver City","3828 Delmas Terrace","90232","2713",3109434539,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1639172372,"050625","CEDARS-SINAI MEDICAL CENTER","California","Los Angeles","8700 Beverly Blvd","90048","",3238668504,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1144237272,"050608","Central California Foundation for Health","California","Delano","1401 Garces Hwy","93215","3690",6617215375,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1922033547,"050063","CHA HOLLYWOOD MEDICAL CENTER LP","California","Los Angeles","1300 N Vermont Ave","90027","6005",2134133000,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1922039205,"050543","CHCM, INC.","California","Costa Mesa","301 Victoria St","92627","1995",9496422734,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1679503890,"050091","CHHP HOLDINGS II, LLC","California","Huntington Park","2623 E Slauson Ave","90255","2926",3235831931,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1982629440,"050382","Citrus Valley Medical Center","California","Covina","210 W San Bernardino Rd","91723","1515",6263317331,13650,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1164609962,"050228","City & County of San Francisco","California","San Francisco","1001 Potrero Ave","94110","3518",4152068993,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1184655052,"050397","COALINGA REGIONAL MEDICAL CENTER","California","Coalinga","1191 Phelps Ave","93210","9609",5599356562,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1144215427,"050434","colusa regional medical center","California","Colusa","199 E Webster St","95932","2954",5304585821,254,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1932197258,"050145","Community Hospital of the Monterey Peninsula","California","Monterey","23625 Holman Hwy, Attn: Administration","93940","5902",8316245311,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1215903018,"050394","Community Memorial Health System","California","Ventura","147 N Brent St","93003","2809",8056525011,5003,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1992876767,"050046","Community Memorial Health System","California","Ventura","147 N Brent St","93003","2809",8056525011,5003,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1386719086,"050276","CONTRA COSTA COUNTY","California","Martinez","2500 Alhambra Ave","94553","3156",9259575429,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1255334595,"050349","Corcoran District Hospital","California","Corcoran","1310 Hanna Ave","93212","2314",5599925051,323,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1376623538,"050315","County of Kern","California","Bakersfield","1700 Mount Vernon Avenue","93306","4018",6613262102,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1538163886,"050122","Dameron Hospital Association","California","Stockton","525 W Acacia St","95203","2405",2099445550,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1851396576,"050709","Desert Valley Hospital Center","California","Victorville","16850 Bear Valley Rd, Attention Hospital Business Office","92395","5794",9092354356,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1174667158,"050457","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1356389878,"050414","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1427181007,"050242","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1467560599,"050590","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1487694857,"050017","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1922116037,"050127","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1972541498,"050516","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1073665360,"050082","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1194877332,"050616","DIGNITY HEALTH","California","San Francisco","185 Berry St, Suite 300","94107","5705",4154385500,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1104834167,"050096","Doctors Hospital of West Covina, Inc.","California","West Covina","725 S Orange Ave","91790","2614",6263388481,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1417957473,"050641","East LA Doctors Hospital LP","California","Los Angeles","4060 Whittier Blvd","90023","2526",3232685514,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1982600920,"051300","EASTERN PLUMAS HEALTH CARE DISTRICT","California","Portola","500 1st Ave","96122","9406",5308326577,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1013981554,"050573","Eisenhower Medical Center","California","Rancho Mirage","39000 Bob Hope Dr","92270","3221",7603403911,8690,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1093712374,"050308","EL CAMINO HOSPITAL","California","Mountain View","2500 Grant Rd","94040","4302",6509407197,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1417901091,"050039","Enloe Medical Center","California","Chico","1531 Esplanade","95926","3310",5303327463,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1447222674,"050435","FALLBROOK HOSPITAL DISTRICT","California","Fallbrook","624 E Elder St","92028","3004",7607281191,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1518940667,"050225","FEATHER RIVER HOSPITAL","California","Paradise","5974 Pentz Rd","95969","5509",5308767911,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1992733513,"050597","Foothill Presbyterian Hospital Morris L. Johnston Memorial","California","Glendora","250 S Grand Ave","91741","4218",6268588554,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1104906569,"050060","Fresno Community Hospital and Medical Center","California","Fresno","2823 Fresno St","93721","1324",5594591672,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1316027709,"050492","Fresno Community Hospital and Medical Center","California","Fresno","2823 Fresno St","93721","1324",5594591672,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1063412005,"050468","GARDENA HOSPITAL LP","California","Gardena","1145 W Redondo Beach Blvd","90247","3528",3105126169,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1831188275,"050239","Glendale Adventist Medical Center","California","Glendale","1509 Wilson Ter","91206","4007",8184098000,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1225038136,"050357","GOLETA VALLEY COTTAGE HOSPITAL","California","Santa Barbara","351 S Patterson Ave","93111","2403",8059673411,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1508859323,"050471","Good Samaritan Hospital","California","Los Angeles","1225 Wilshire Blvd","90017","1901",2139772121,2910,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1205852209,"050257","GOOD SAMARITAN HOSPITAL CA LTD PTP","California","Bakersfield","901 Olive Drive","93308","4137",6612157565,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1437103777,"050380","Good Samaritan Hospital, L.P.","California","San Jose","2425 Samaritan Dr","95124","3908",4085592011,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1528041811,"050026","Grossmont Hospital Corporation","California","La Mesa","5555 Grossmont Center Dr","91942","3019",6197406000,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1275578817,"050296","HAZEL HAWKINS MEMORIAL HOSPITAL","California","Hollister","911 Sunset Dr","95023","5602",8316375711,2626,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1861407637,"050277","Healthsmart Pacific Inc","California","Long Beach","2776 Pacific Ave","90806","2613",5622568377,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1780668434,"050624","Henry Mayo Newhall Memorial Hospital","California","Valencia","23845 McBean Pkwy","91355","2001",6612538000,31265,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1447239785,"050279","HI-DESERT MEMORIAL HEALTH CARE DISTRICT","California","Joshua Tree","6601 White Feather Rd","92252","6607",7603666355,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1477584993,"050534","JFK MEMORIAL HOSPITAL, INC.","California","Indio","47-111 Monroe Street","92201","",7603476191,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1184662652,"051304","John C Fremont Healthcare District","California","Mariposa","5189 Hospital Rd","95338","9524",2099663631,286,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1013062769,"050515","Kaiser Foundation Hospitals","California","San Diego","4647 Zion Ave.","92120","2507",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1063582989,"050604","Kaiser Foundation Hospitals","California","San Jose","250 Hospital Parkway","95119","1103",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1083784672,"050710","Kaiser Foundation Hospitals","California","Fresno","7300 N. Fresno St.","93720","2941",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1134274897,"050561","Kaiser Foundation Hospitals","California","Los Angeles","6041 Cadillac Ave.","90034","1702",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1134299522,"050076","Kaiser Foundation Hospitals","California","San Francisco","2425 Geary Blvd","94115","3358",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1144375056,"050609","Kaiser Foundation Hospitals","California","Anaheim","441 North Lakeview Ave","92807","3028",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1194895227,"050510","Kaiser Foundation Hospitals","California","San Rafael","99 Montecillo Rd","94903","3308",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1295880912,"050677","Kaiser Foundation Hospitals","California","Woodland Hills","5601 DeSoto Ave","91367","6701",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1306991211,"050686","Kaiser Foundation Hospitals","California","Riverside","10800 Magnolia Ave","92505","3043",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1326119967,"050071","Kaiser Foundation Hospitals","California","Santa Clara","700 Lawrence Expressway","95051","5173",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1336294040,"050411","Kaiser Foundation Hospitals","California","Harbor City","25825 Vermont Ave.","90710","3518",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1356496772,"050140","Kaiser Foundation Hospitals","California","Fontana","9961 Sierra Avenue","92335","6720",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1366513509,"050073","Kaiser Foundation Hospitals","California","Vallejo","975 Sereno Dr.","94589","2441",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1376698043,"050137","Kaiser Foundation Hospitals","California","Panorama City","13652 Cantara St.","91402","5423",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1386714814,"050541","Kaiser Foundation Hospitals","California","Redwood City","1150 Veterans Blvd.","94063","2037",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1407925928,"050690","Kaiser Foundation Hospitals","California","Santa Rosa","401 Bicentennial Way","95403","2149",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1427123132,"050075","Kaiser Foundation Hospitals","California","Oakland","280 West MacArthur Boulevard","94611","5642",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1477608271,"050723","Kaiser Foundation Hospitals","California","Baldwin Park","1011 Baldwin Park Blvd","91706","5806",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1518012301,"050139","Kaiser Foundation Hospitals","California","Downey","9333 Imperial HIghway","90242","2812",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1528138088,"050674","Kaiser Foundation Hospitals","California","Sacramento","6600 Bruceville Rd","95823","4671",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1639244262,"050072","Kaiser Foundation Hospitals","California","Walnut Creek","1425 S. Main St.","94596","5318",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1710116116,"050767","Kaiser Foundation Hospitals","California","Vacaville","1 Quality Drive","95688","9494",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1740354851,"050748","Kaiser Foundation Hospitals","California","Manteca","1777 W. Yosemite Ave","95337","5130",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1801960513,"050512","Kaiser Foundation Hospitals","California","Hayward","27400 Hesperian Blvd.","94545","4235",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1821143777,"050138","Kaiser Foundation Hospitals","California","Los Angeles","4867 Sunset Blvd.","90027","5969",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1851417547,"050760","Kaiser Foundation Hospitals","California","Antioch","4501 Sand Creek Road","94531","8577",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1952476665,"050425","Kaiser Foundation Hospitals","California","Sacramento","2025 Morse Ave","95825","2115",9169735000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1982774337,"050070","Kaiser Foundation Hospitals","California","South San Francisco","1200 El Camino Real","94080","3208",6507422000,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1588663769,"050057","Kaweah Delta Health Care District","California","Visalia","400 W Mineral King Ave","93291","6237",5596242000,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1427049964,"051314","KERN VALLEY HEALTHCARE DISTRICT","California","Lake Isabella","6412 Laurel Ave","93240","9529",7603792681,658,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1508856535,"050204","LANCASTER HOSPITAL CORPORATION","California","Palmdale","38600 Medical Center Dr","93551","4483",6619484781,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1316938301,"050336","Lodi Memorial Hospital Association Inc","California","Lodi","975 S Fairmont Ave","95240","5118",2093343411,7439,"TRUE","TRUE","FALSE",,,,,,,,,,,,
1962442012,"050485","LONG BEACH MEMORIAL MEDICAL","California","Long Beach","2801 Atlantic Ave","90806","1737",5629332000,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1306890389,"050549","Los Robles Regional Medical Center","California","Thousand Oaks","215 W Janss Rd","91360","1847",8054972727,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1538113725,"051325","Mendocino Coast District Hospital","California","Fort Bragg","700 River Dr","95437","5403",7079611234,658,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1508851288,"050238","Methodist Hospital of Southern California","California","Arcadia","300 W Huntington Dr","91007","3402",6268988000,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1386880102,"050754","Mills-Peninsula Health Services","California","Burlingame","1501 Trousdale Dr, Also 100 So San Mateo Dr, SAn Mateo Ca 94401","94010","4506",6506965400,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1518937051,"050007","Mills-Peninsula Health Services","California","Burlingame","1501 Trousdale Dr, Also 100 So San Mateo Dr, SAn Mateo Ca 94401","94010","4506",6506965400,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1972749893,"050714","Mills-Peninsula Health Services","California","Burlingame","1501 Trousdale Dr, Also 100 So San Mateo Dr, SAn Mateo Ca 94401","94010","4506",6506965400,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1992752315,"050567","Mission Hospital Regional Medical Center","California","Mission Viejo","27700 Medical Center Rd","92691","6426",9493641400,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1750462271,"051315","Mountain Communities Healthcare","California","Weaverville","60 Easter Avenue","96093","",5306235541,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1821147786,"050367","NorthBay Healthcare Group","California","Fairfield","1200 B Gale Wilson Blvd, Attn:  Art DeNio","94533","3552",7076463110,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1922198712,"051324","Northern Inyo Hospital","California","Bishop","150 Pioneer Ln","93514","2556",7608735811,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1346381415,"050067","Oak Valley Hospital District","California","Oakdale","350 S Oak Ave","95361","3519",2098473011,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1649381682,"050153","O'CONNOR HOSPITAL","California","San Jose","2105 Forest Ave","95128","1425",6509174500,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1245371343,"050742","OLYMPIA MEDICAL CENTER","California","Los Angeles","5900 W Olympic Blvd","90036","4671",3106575900,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1497702575,"050678","ORANGE COAST MEMORIAL MEDICAL CENTER","California","Fountain Valley","9920 Talbert Ave","92708","5153",7143787000,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1871606269,"050030","Oroville Hospital","California","Oroville","2767 Olive Hwy","95966","6118",5305338500,"","TRUE","TRUE","FALSE",,,,,,,,,,,,
1194705202,"050423","Palo Verde Healthcare District","California","Blythe","250 N 1st St","92225","1702",7609224115,3742,"FALSE","TRUE","FALSE",,,,,,,,,,,,
1376513754,"050636","PALOMAR POMERADO HEALTH","California","Poway","15615 Pomerado Road","92029","3112",7607406325,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1457321317,"050115","PALOMAR POMERADO HEALTH","California","Escondido","555 E. Valley Parkway","92025","3048",7607406325,"","FALSE","FALSE","TRUE",,,,,,,,,,,,
1881656460,"050018","PAMC LTD PACIFIC ALLIANCE MEDICAL","California","Los Angeles","531 W College St","90012","2315",2136248411,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1750365375,"050704","Panorama Community Hospital","California","Panorama City","14850 Roscoe Blvd","91402","4618",8183048664,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1225038953,"050102","Parkview Community Hospital Medical Center","California","Riverside","3865 Jackson St","92503","3919",9513525400,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1407828429,"050438","Pasadena Hosptial Association, Ltd.","California","Pasadena","100 W. California Blvd","91105","",6263973864,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1073519443,"050342","Pioneers Memorial Healthcare District","California","Brawley","207 W Legion Rd","92227","7780",7603513590,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1700817756,"050589","PLACENTIA LINDA HOSPITAL, INC.","California","Placentia","1301 N Rose Dr","92870","3802",7149932000,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
1043215379,"050169","Presbyterian Intercommunity Hospital","California","Whittier","12401 Washington Blvd","90602","1006",5626980811,12449,"TRUE","TRUE","FALSE",,,,,,,,,,,,
1871501916,"050426","Prime Healthcare Anaheim, LLC","California","Anaheim","3033 W Orange Ave","92804","3156",9092354356,"","FALSE","TRUE","FALSE",,,,,,,,,,,,
