PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES
040076,01-JUL-10,30-JUN-11,As Submitted,HOT SPRING COUNTY MED CENTER            ,1001 SCHNEDIER DRIVE                    ,190                                     ,MALVERN                                 ,AR                                      ,72104-                                  ,HOT SPRING                              ,,,,390794,,,.0898,,,58,21170,3846,332,6038,,242.54,,973,57,1631
040078,01-SEP-10,31-AUG-11,As Submitted,NATIONAL PARK MEDICAL CENTER            ,1910 MALVERN AVENUE                     ,,HOT SPRINGS                             ,AR                                      ,71901                                   ,PULASKI                                 ,,,,3072689,,,.1406,,,121,44165,15457,2828,27790,,470.67,,2681,902,5316
040080,01-JUL-10,31-JUL-11,As Submitted,HARRIS HOSPITAL                         ,1205 MCLAIN STREET                      ,,NEWPORT                                 ,AR                                      ,72112                                   ,JACKSON                                 ,,,,582474,,,.12,,,109,43164,4902,1449,9006,,201.03,,1169,606,2838
040084,01-JUL-10,30-JUN-11,As Submitted,SALINE MEMORIAL HOSPITAL                ,#1 MEDICAL PARK DRIVE                   ,,BENTON                                  ,AR                                      ,72015-                                  ,SALINE                                  ,,,,1138340,,,.0757,,,117,42705,10852,1819,19045,,587.86,,2341,647,4674
040088,01-JUL-10,30-JUN-11,As Submitted,MEDICAL CENTER OF ARKANSAS              ,700 WEST GROVE                          ,,EL DORADO                               ,AR                                      ,71731                                   ,UNION                                   ,572525,,,1955562,,,.1161,284447,81572,106,38608,10329,2313,18909,9.98,467.12,,2600,900,5376
040137,01-JUL-10,30-JUN-11,As Submitted,ST VINCENT MED CTR SHERWOOD             ,2215 WILDWOOD                           ,,SHERWOOD                                ,AR                                      ,72120                                   ,PULASKI                                 ,,,,224048,,,.0343,,,58,21170,4442,347,7840,,152.48,,1072,96,2154
041300,01-JUL-10,30-JUN-11,Settled,NORTH LOGAN MERCY HOSPITAL              ,500 EAST ACADEMY                        ,,PARIS                                   ,AR                                      ,72855-                                  ,LOGAN                                   ,,,,,,,,,,16,5840,794,11,969,,40.69,,141,4,205
041302,01-JUL-10,30-JUN-11,As Submitted,DARDANELLE HOSPITAL                     ,300 NORTH THIRD                         ,,DARDANELLE                              ,AR                                      ,72834                                   ,YELL                                    ,,,,,,,,,,25,9125,1584,78,2075,,123.67,,271,21,387
041303,01-JUL-10,30-JUN-11,Settled,MERCY HOSPITAL / TURNER MEMORIAL        ,801 WEST RIVER                          ,527                                     ,OZARK                                   ,AR                                      ,72949-                                  ,FRANKLIN                                ,,,,,,,,,,25,9125,1634,67,2222,,58.17,,256,19,427
041305,01-JUL-10,30-JUN-11,As Submitted,MERCY HOSPITAL OF SCOTT COUNTY          ,HWY 71 BYPASS & HWY 80                  ,2230                                    ,WALDRON                                 ,AR                                      ,72958-2230                              ,SCOTT                                   ,,,,,,,,,,24,8760,1305,86,2093,,42.69,,257,19,450
041308,01-JUL-10,30-JUN-11,Amended,MCGEHEE HOSPITAL INC.                   ,GREEN MEADOW ADDITION                   ,351                                     ,MCGEHEE                                 ,AR                                      ,71654-                                  ,DESHA                                   ,,,,,,,,,,25,9125,1025,132,1470,,90.66,,225,54,409
041313,01-JUL-10,30-JUN-11,As Submitted,OZARK HEALTH  INC                       ,HIGHWAY 65                              ,,CLINTON                                 ,AR                                      ,72031-                                  ,VAN BUREN                               ,,,,,,,,,,25,9125,2037,123,2658,,174.13,,429,36,624
041318,01-JUL-10,30-JUN-11,Settled,BOONEVILLE COMMUNITY HOSPITAL           ,880 WEST MAIN                           ,,BOONEVILLE                              ,AR                                      ,72927-0290                              ,LOGAN                                   ,,,,,,,,,,25,9125,1681,185,2570,,98.28,,285,69,518
041320,01-JUL-10,30-JUN-11,As Submitted,LITTLE RIVER MEMORIAL                   ,5TH & LOCKE STREET                      ,577                                     ,ASHDOWN                                 ,AR                                      ,71822-                                  ,LITTLE RIVER                            ,,,,,,,,,,25,9125,1303,79,1663,,85,,254,32,373
041322,01-JUL-10,30-JUN-11,As Submitted,FULTON COUNTY HOSPITAL                  ,HIGHWAY 9 NORTH                         ,,SALEM                                   ,AR                                      ,72576-                                  ,FULTON                                  ,,,,,,,,,,25,9125,3158,145,3899,,147.89,,446,70,635
041324,01-JUL-10,30-JUN-11,As Submitted,ST. ANTHONYS HEALTHCARE CENTER          ,#4 HOSPITAL DRIVE                       ,,MORRILTON                               ,AR                                      ,72110-                                  ,CONWAY                                  ,,,,,,,,,,23,8395,2467,332,3677,,137.43,,464,139,907
041326,01-JUL-10,30-JUN-11,As Submitted,DELTA MEMORIAL HOSPITAL                 ,300 EAST PICKENS                        ,126                                     ,DUMAS                                   ,AR                                      ,71639                                   ,DESHA                                   ,,,,,,,,,,25,9125,1899,721,3934,,122.48,,347,195,834
041329,01-JUL-10,30-JUN-11,Amended,ST JOHNS HOSPITAL-BERRYVILLE            ,214 CARTER STREET                       ,,BERRYVILLE                              ,AR                                      ,72616-                                  ,CARROLL                                 ,,,,,,,,,,25,9125,1756,217,3239,,142,,366,76,797
042006,01-SEP-10,31-AUG-11,Settled,SSH - FORT SMITH INC.                   ,1001 TOWSON AVE                         ,,FORT SMITH                              ,AR                                      ,72901                                   ,SEBASTIAN                               ,,,,,,,,,,34,12410,8483,,11154,,81.33,,337,,437
042009,01-JUN-10,31-MAY-11,Settled,REGENCY HOSPITAL OF NW ARKANSAS         ,1125 NORTH COLLEGE AVENUE               ,,FAYETTEVILLE                            ,AR                                      ,72703                                   ,WASHINGTON                              ,,,,,,,,,,50,18250,8152,,12447,,129.73,,326,,486
042010,01-JUN-10,31-MAY-11,Settled,ALLEGIANCE SPECIALTY HOSPITAL OF LIT    ,11401 INTERSTATE 30  2ND FLOOR          ,,LITTLE ROCK                             ,AR                                      ,72209                                   ,PULASKI                                 ,,,,,,,,,,40,14600,5155,,6317,,59.67,,186,,233
043027,01-JUL-10,30-JUN-11,Settled,HOT SPRINGS REHABILITATION CENTER       ,105 RESERVE                             ,,HOT SPRINGS                             ,AR                                      ,71902                                   ,,,,,,,,,,,,,,,,,,,,,
043028,01-JUN-10,31-MAY-11,As Submitted,HEALTHSOUTH REHAB OF FORT SMITH         ,1401 SOUTH J STREET                     ,,FORT SMITH                              ,AR                                      ,72901                                   ,SEBASTIAN                               ,,,,,,,,,,80,29200,8313,203,11606,,136.03,,726,29,1014
043300,01-JUL-10,30-JUN-11,As Submitted,ARKANSAS CHILDRENS HOSPITAL             ,1 CHILDRENS WAY                         ,,LITTLE ROCK                             ,AR                                      ,72202-                                  ,PULASKI                                 ,,,,,,,,,10877,312,113880,868,20254,80300,146.42,3600.29,,109,3737,9108
044011,01-JUL-10,30-JUN-11,As Submitted,ARKANSAS STATE HOSPITAL                 ,305 SOUTH PALM                          ,4096                                    ,LITTLE ROCK                             ,AR                                      ,72205-4096                              ,PULASKI                                 ,,,,,,,,,,234,85410,4388,5424,79350,,573.59,,90,9,632
044013,01-JUN-10,31-MAY-11,Settled,BHC PINNACLE POINTE HOSPITAL INC        ,11501 FINANCIAL CENTER PARKWAY          ,,LITTLE ROCK                             ,AR                                      ,72211                                   ,,,,,,,,,,,,,,,,,,,,,
044017,01-JUL-10,30-JUN-11,As Submitted,UNITED METHODIST BEHAVIORAL HOSPITAL    ,1601 MURPHY DRIVE                       ,,MAUMELLE                                ,AR                                      ,72213                                   ,PULASKI                                 ,,,,,,,,,,16,5840,1,2359,5070,,48,,,184,486
050006,01-JUL-10,30-JUN-11,Amended,ST JOSEPH HOSPITAL - EUREKA             ,2700 DOLBEER                            ,,EUREKA                                  ,CA                                      ,95501                                   ,HUMBOLDT                                ,,,,5764034,,,.1925,,,174,63510,13784,7459,29565,,848.16,,2542,1540,6425
050009,01-JUL-10,30-JUN-11,As Submitted,QUEEN OF THE VALLEY MEDICAL CENTER      ,1000 TRANCAS STREET                     ,,NAPA                                    ,CA                                      ,94558                                   ,NAPA                                    ,,,,3798139,,,.1006,,,181,66065,16833,2602,37240,,1164.51,,3259,516,7823
050016,01-JUL-10,30-JUN-11,As Submitted,ARROYO GRANDE COMMUNITY HOSPITAL        ,345 SOUTH HALCYON ROAD                  ,,ARROYO GRANDE                           ,CA                                      ,93420                                   ,SAN LUIS OBISPO                         ,,,,377814,,,.033,,,53,19345,5442,26,10141,,264,9,1371,10,2763
050017,01-JUL-10,30-JUN-11,Amended,MERCY GENERAL HOSPITAL                  ,4001 J STREET                           ,,SACRAMENTO                              ,CA                                      ,95919                                   ,SACRAMENTO                              ,1270200,,,15216600,,,.2421,194096,34575,278,101470,21938,14092,77711,7.34,1713.73,,4634,,17609
050022,01-MAY-10,30-APR-11,Amended,RIVERSIDE COMMUNITY HOSPITAL            ,4445 MAGNOLIA AVENUE                    ,,RIVERSIDE                               ,CA                                      ,92501                                   ,RIVERSIDE                               ,,,,13090363,,,.2703,,,373,136145,29921,19823,105177,,1517.94,,4559,3069,20438
050025,01-JUL-10,30-JUN-11,Amended,UCSD MEDICAL CENTER                     ,200 W. ARBOR DRIVE                      ,,SAN DIEGO                               ,CA                                      ,92103                                   ,SAN DIEGO                               ,23752947,,,18625688,,,.2866,4343208,2051019,465,169725,30773,36539,132907,343.9,4990.32,,5987,5168,24280
050028,01-JUL-10,30-JUN-11,As Submitted,MAD RIVER COMMUNITY HOSPITAL            ,3800 JANES ROAD                         ,,ARCATA                                  ,CA                                      ,95521                                   ,HUMBOLDT                                ,,,,568377,,,.12,,,78,28470,3384,2437,8555,,356.8,,620,598,1922
